0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.564102564102564014e-02 9.013136708478841630e-01 9.676413835494400428e-02 1.911084205542979081e-03 1.108858093972475486e-05 1.801068912786911453e-08 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.128205128205128027e-02 8.101183475178317384e-01 1.823906466601050158e-01 7.403209716128004124e-03 8.750793490927341188e-05 2.881710260459058324e-07 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.692307692307692735e-02 7.260249991246805479e-01 2.575583838100906631e-01 1.612387132414442453e-02 2.912868752650273150e-04 1.458865819357399107e-06 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.025641025641025605e-01 6.486549689402063557e-01 3.229267571552505434e-01 2.773281109058852584e-02 6.808520775377936967e-04 4.610736416734493319e-06 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.282051282051281937e-01 5.776399743931226460e-01 3.791357225016760979e-01 4.190201834506356027e-02 1.311028079432805925e-03 1.125668070491819688e-05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.538461538461538547e-01 5.126221070690801795e-01 4.268057841112006257e-01 5.831572968577975608e-02 2.233037280829725142e-03 2.334185310971838572e-05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.794871794871794879e-01 4.532538327106677700e-01 4.665379947013993389e-01 7.667042897955421432e-02 3.494499943782635679e-03 4.324366459601375979e-05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.051282051282051211e-01 3.991979912174116185e-01 4.989139554455894743e-01 9.667484736181106153e-02 5.139434192520049398e-03 7.377178266775189311e-05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.307692307692307543e-01 3.501277966457757573e-01 5.244958159728300151e-01 1.180499632365813317e-01 7.208256013444904603e-03 1.181681313679492582e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.564102564102563875e-01 3.057268372091616060e-01 5.438262743679221911e-01 1.405290022765030566e-01 9.737779255134568213e-03 1.801068912786911501e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.820512820512820484e-01 2.656890752779085263e-01 5.574285771714083682e-01 1.638574374228211894e-01 1.276121562834083185e-02 2.636944995211317876e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.076923076923077094e-01 2.297188473792934893e-01 5.658065193795734915e-01 1.877929888853876184e-01 1.630817470598991056e-02 3.734696497554941715e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.333333333333333148e-01 1.975308641975308532e-01 5.694444444444444198e-01 2.121056241426611533e-01 2.040466392318243671e-02 5.144032921810698942e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.589743589743589758e-01 1.688502105737730297e-01 5.688072442737895917e-01 2.365775579417077334e-01 2.507308857719349818e-02 6.918986335362201567e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.846153846153845812e-01 1.434123455061098174e-01 5.643403592311194705e-01 2.610032522981999281e-01 3.033225182747257068e-02 9.117911370983738982e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
